,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates_latitude,coordinates_longitude,location_address1,location_address2,location_address3,location_city,location_zip_code,location_country,location_state,location_display_address
114,FjiYC6wOgfeJigeKkkcx3Q,lomits-santiago,Lomit's,https://s3-media3.fl.yelpcdn.com/bphoto/w1xuwCkmv_B20OyG4JfIRw/o.jpg,False,https://www.yelp.com/biz/lomits-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,27,"[{'alias': 'chilean', 'title': 'Chilean'}]",4.5,[],$$,+5622331897,+56 22331897,2540.702810245323,-33.42370518,-70.61299431,Av. Providencia 1980,,,Santiago,7500000,CL,RM,"['Av. Providencia 1980', 'RM 7500000 Santiago', 'Chile']"
115,2VZvMW76Pgsvmk536Bvndw,donkame-yoko-providencia,DonKame Yoko,https://s3-media2.fl.yelpcdn.com/bphoto/q7VnKwFpZg6CrI3nN-7lag/o.jpg,False,https://www.yelp.com/biz/donkame-yoko-providencia?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,6,"[{'alias': 'ramen', 'title': 'Ramen'}]",5.0,[],$,+56227044945,+56 2 2704 4945,1337.6298397021276,-33.432488,-70.629956,Bellavista 376,,,Providencia,,CL,RM,"['Bellavista 376', 'RM Providencia', 'Chile']"
116,09XfKLTkHeukEBknM8B_dA,madam-tusan-santiago,Madam Tusan,https://s3-media3.fl.yelpcdn.com/bphoto/LqxfqSiR0PUVwbnPEW6Oog/o.jpg,False,https://www.yelp.com/biz/madam-tusan-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,15,"[{'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.5,[],$$,+56226189752,+56 2 2618 9752,3425.2459804299624,-33.4177821691224,-70.6062082165749,Av. Andrés Bello 2447,,,Santiago,7550000,CL,RM,"['Av. Andrés Bello 2447', 'RM 7550000 Santiago', 'Chile']"
117,MeE7iPh7g7zhy5-p7Tw-7A,saffron-vitacura,Saffron,https://s3-media1.fl.yelpcdn.com/bphoto/DHwdIpX9fUd-osrlsTDzHw/o.jpg,False,https://www.yelp.com/biz/saffron-vitacura?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,4,"[{'alias': 'indpak', 'title': 'Indian'}]",5.0,[],$$,+56225022020,+56 2 2502 2020,5270.550457325399,-33.4023094,-70.5985565,Nueva Costanera 3664,,,Vitacura,7630000,CL,RM,"['Nueva Costanera 3664', 'RM 7630000 Vitacura', 'Chile']"
118,8XAW5okaLleJD3FYTZnscw,ramen-kintaro-santiago,Ramen Kintaro,https://s3-media2.fl.yelpcdn.com/bphoto/NkK3BUqnlQO6tAVRkgaumw/o.jpg,False,https://www.yelp.com/biz/ramen-kintaro-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,9,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.0,[],,+56226382448,+56 2 2638 2448,1891.4518059278432,-33.4366925238364,-70.6440740078688,Monjitas 460,,,Santiago,,CL,RM,"['Monjitas 460', 'RM Santiago', 'Chile']"
119,b5duAmqZb0KsiXn2beMlyw,the-white-rabbit-santiago,The White Rabbit,https://s3-media1.fl.yelpcdn.com/bphoto/DPdk4s6YkSUJBqWCu8GsZQ/o.jpg,False,https://www.yelp.com/biz/the-white-rabbit-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,33,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",4.0,[],$$,+56225034246,+56 2 2503 4246,1568.1371277466724,-33.4319495609575,-70.6344900195435,Antonia López de Bello 118,,,Santiago,7520288,CL,RM,"['Antonia López de Bello 118', 'RM 7520288 Santiago', 'Chile']"
120,WYakclpcD2ufDJd21Ks8fw,doner-house-santiago,Doner House,https://s3-media3.fl.yelpcdn.com/bphoto/ZjmM1mClKaiZU74D7R-3RA/o.jpg,False,https://www.yelp.com/biz/doner-house-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,3,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'kebab', 'title': 'Kebab'}]",4.5,[],$,+5682222333,+56 82222333,1938.7808254803917,-33.4277982,-70.6178309,Providencia 1457,,,Santiago,,CL,RM,"['Providencia 1457', 'RM Santiago', 'Chile']"
121,UUIU7Ky2YMiaMGLZipPa5w,fuente-alemana-santiago,Fuente Alemana,https://s3-media4.fl.yelpcdn.com/bphoto/hU1QAHZN3btEu--FxIO8sQ/o.jpg,False,https://www.yelp.com/biz/fuente-alemana-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,25,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}]",4.5,[],$$,+56222334705,+56 2 2233 4705,2435.6079299129888,-33.425540308055,-70.611458712587,Av. Pedro de Valdivia 210,,,Santiago,7810000,CL,RM,"['Av. Pedro de Valdivia 210', 'RM 7810000 Santiago', 'Chile']"
122,0mL2MwydItat3Bnb8U7cXQ,italissimo-santiago,Italissimo,https://s3-media2.fl.yelpcdn.com/bphoto/Ngnm-J3RjSYMMABaaA1oUw/o.jpg,False,https://www.yelp.com/biz/italissimo-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,10,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,[],$$,+56226721878,+56 2 2672 1878,2971.0398051701395,-33.4423375204196,-70.657609,Moneda 1495,,,Santiago,8340484,CL,RM,"['Moneda 1495', 'RM 8340484 Santiago', 'Chile']"
123,0DGNLnFxEknotQDL6GY9Aw,la-hacienda-gaucha-santiago,La Hacienda Gaucha,https://s3-media1.fl.yelpcdn.com/bphoto/Sypt-MN5bfQjGz_ZYBr4Tg/o.jpg,False,https://www.yelp.com/biz/la-hacienda-gaucha-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,5,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.0,[],$$,+5626656038,+56 26656038,1062.0006982144553,-33.438476,-70.635012,Avenida Vicuña Mackenna 35,,,Santiago,,CL,RM,"['Avenida Vicuña Mackenna 35', 'RM Santiago', 'Chile']"
124,q6rMGhnHa1Z9BQxwsBaIng,lamicropasta-santiago,Lamicropasta,https://s3-media1.fl.yelpcdn.com/bphoto/jyyJBN4HMLpxpV9fieTm4g/o.jpg,False,https://www.yelp.com/biz/lamicropasta-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,[],,+56961572788,+56 9 6157 2788,5031.709368583843,-33.4442853005766,-70.6798771109114,Centro Cultural Matucana,Matucana 100,,Santiago,9170023,CL,RM,"['Centro Cultural Matucana', 'Matucana 100', 'RM 9170023 Santiago', 'Chile']"
125,MOEf0xytTeWkAJQRBIQlNw,el-ají-seco-místico-santiago-2,El Ají Seco Místico,https://s3-media3.fl.yelpcdn.com/bphoto/zJJHG1Eoh5uK5gTaLC_6Rg/o.jpg,False,https://www.yelp.com/biz/el-aj%C3%AD-seco-m%C3%ADstico-santiago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,15,"[{'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'rotisserie_chicken', 'title': 'Rotisserie Chicken'}]",4.0,[],$$,+56224346269,+56 2 2434 6269,2067.745785707396,-33.4385522,-70.6469668,Mac Iver 366,,,Santiago,8320000,CL,RM,"['Mac Iver 366', 'RM 8320000 Santiago', 'Chile']"
126,zc4K1NdOXp4eBgX-FGPvOA,la-percanta-santiago,La Percanta,https://s3-media1.fl.yelpcdn.com/bphoto/5SoqX5RvBuryy_DBeFGW1w/o.jpg,False,https://www.yelp.com/biz/la-percanta-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,2,"[{'alias': 'bbq', 'title': 'Barbeque'}]",4.0,[],$$$,+5622472358,+56 22472358,1531.8154867359367,-33.4325042113684,-70.6348026589997,Constitución 181,Bellavista,,Santiago,7520360,CL,RM,"['Constitución 181', 'Bellavista', 'RM 7520360 Santiago', 'Chile']"
127,XDNvQWpZqUwT3WU4C_P-2A,route-66-las-condes,Route 66,https://s3-media2.fl.yelpcdn.com/bphoto/QNwehNxyu7y8RqjQ02vt5g/o.jpg,False,https://www.yelp.com/biz/route-66-las-condes?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,8,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'international', 'title': 'International'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,[],,+56232669954,+56 2 3266 9954,4087.272229323395,-33.4138586783338,-70.6003835052252,Av. Isidora Goyenechea 2960,,,Las Condes,,CL,RM,"['Av. Isidora Goyenechea 2960', 'RM Las Condes', 'Chile']"
128,v3O2bSNg6jNVu0S91xjesw,bierstube-santiago,Bierstube,https://s3-media4.fl.yelpcdn.com/bphoto/LjQXZp6CYWrWKHZ2WYgKJg/o.jpg,False,https://www.yelp.com/biz/bierstube-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,6,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'german', 'title': 'German'}]",4.0,[],$,+56226337717,+56 2 2633 7717,1352.2649811749907,-33.436976515871,-70.6375725893527,Merced 142-b,,,Santiago,,CL,RM,"['Merced 142-b', 'RM Santiago', 'Chile']"
129,E57pMqeAUdogI1Y8D9alcw,restaurant-vegetariano-soju-santiago,Restaurant Vegetariano Soju,https://s3-media2.fl.yelpcdn.com/bphoto/eLkjk8eIGCXUX1z4KkWASA/o.jpg,False,https://www.yelp.com/biz/restaurant-vegetariano-soju-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,13,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",4.0,[],$,+56226895764,+56 2 2689 5764,2232.473144878206,-33.4380810113056,-70.648650560852,Galería Santiago,Merced 821,Local 17,Santiago,8320000,CL,RM,"['Galería Santiago', 'Merced 821', 'Local 17', 'RM 8320000 Santiago', 'Chile']"
130,JPqsTHbGkMvi268nKl7lZQ,la-chimenea-santiago,La Chimenea,https://s3-media1.fl.yelpcdn.com/bphoto/hoa_UgOnQmyGgy1EM1e1uw/o.jpg,False,https://www.yelp.com/biz/la-chimenea-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,8,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.5,[],$$$,+56226970131,+56 2 2697 0131,2887.537199491605,-33.4427950612347,-70.65673703,Príncipe de Gales 90,,,Santiago,8320000,CL,RM,"['Príncipe de Gales 90', 'RM 8320000 Santiago', 'Chile']"
131,6Txe9Q9dhoVWla4T9684sQ,catae-santiago-2,Catae,https://s3-media3.fl.yelpcdn.com/bphoto/6-SSIiZTtdaJk8ndy-jAtg/o.jpg,False,https://www.yelp.com/biz/catae-santiago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,5,"[{'alias': 'chilean', 'title': 'Chilean'}, {'alias': 'international', 'title': 'International'}, {'alias': 'buffets', 'title': 'Buffets'}]",4.5,[],$$$,+56226788871,+56 2 2678 8871,6029.102106436102,-33.4025258248848,-70.5837558945121,Av. Presidente Kennedy 4700,,,Santiago,7630454,CL,RM,"['Av. Presidente Kennedy 4700', 'RM 7630454 Santiago', 'Chile']"
132,zA4VA6jMqqS9Q6vL3d9zRw,99-restaurant-santiago,99 Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/Qz6049ofXUIxa07MIACfUQ/o.jpg,False,https://www.yelp.com/biz/99-restaurant-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,16,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",4.0,[],$$$$,+56223353327,+56 2 2335 3327,2824.396856385375,-33.4215146,-70.6114174,Andrés de Fuenzalida 99,Providencia,,Santiago,7510077,CL,RM,"['Andrés de Fuenzalida 99', 'Providencia', 'RM 7510077 Santiago', 'Chile']"
133,LH-9yrMCNZqoH6gjUx7iRw,viva-la-vida-provincia-de-santiago,Viva la Vida,https://s3-media2.fl.yelpcdn.com/bphoto/nI_RDneyQly8zcGsjp1joA/o.jpg,False,https://www.yelp.com/biz/viva-la-vida-provincia-de-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,4,"[{'alias': 'latin', 'title': 'Latin American'}]",3.5,[],$$,+5627356083,+56 27356083,1511.9877478538835,-33.4327703974455,-70.6348925012024,"Constitución 166, Barrio Bellavista,",Providencia,,Provincia de Santiago,7520367,CL,RM,"['Constitución 166, Barrio Bellavista,', 'Providencia', 'RM 7520367 Provincia de Santiago', 'Chile']"
134,lmCk52sv-Vb5ncRXF_gHvw,como-agua-para-chocolate-santiago,Como Agua Para Chocolate,https://s3-media4.fl.yelpcdn.com/bphoto/WLkLh6_ZoXxGh4tH31elSw/o.jpg,False,https://www.yelp.com/biz/como-agua-para-chocolate-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,41,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,[],$$$,+5627778740,+56 27778740,1445.1189324340085,-33.43345474,-70.63480394,Constitucion 88,,,Santiago,7500000,CL,RM,"['Constitucion 88', 'RM 7500000 Santiago', 'Chile']"
135,Pn1MaYDpsRnewhvPG4pRGQ,shoo-gun-santiago,Shoo Gun,https://s3-media1.fl.yelpcdn.com/bphoto/VmAqIkZpaQlWU5HsDbUqmw/o.jpg,False,https://www.yelp.com/biz/shoo-gun-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,11,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,[],$$$$,+56222311604,+56 2 2231 1604,4388.7704467321355,-33.413933,-70.59496478,Enrique Foster 172,,,Santiago,7550000,CL,RM,"['Enrique Foster 172', 'RM 7550000 Santiago', 'Chile']"
136,zI6h2r3AYtR4_co2gPfs4Q,da-carla-ristorante-santiago,Da Carla Ristorante,https://s3-media1.fl.yelpcdn.com/bphoto/fKihmyotZHLlQwNwNuJjXg/o.jpg,False,https://www.yelp.com/biz/da-carla-ristorante-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,4,"[{'alias': 'italian', 'title': 'Italian'}]",5.0,[],$$$,+56222060892,+56 2 2206 0892,5270.217458864416,-33.4025224921445,-70.5980986700974,Nueva Costanera 3673,,,Santiago,,CL,RM,"['Nueva Costanera 3673', 'RM Santiago', 'Chile']"
137,DO8t_u9A0sWMg3Lt_p9WYA,la-casa-en-el-aire-santiago,La Casa en el Aire,https://s3-media4.fl.yelpcdn.com/bphoto/dGFpG2D75dnB7nBhDG-Ipg/o.jpg,False,https://www.yelp.com/biz/la-casa-en-el-aire-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,8,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'colombian', 'title': 'Colombian'}]",4.0,[],$$,+5627356680,+56 27356680,1545.1644573209837,-33.4320753408665,-70.6342615740479,Antonia López de Bello 125,,,Santiago,7500000,CL,RM,"['Antonia López de Bello 125', 'RM 7500000 Santiago', 'Chile']"
138,Q9LIgThUjZ7H7vNh79B5Ug,salvador-cocina-y-café-santiago,Salvador Cocina y Café,https://s3-media1.fl.yelpcdn.com/bphoto/HjSvb_-xjV0171ijCRQ_Tw/o.jpg,False,https://www.yelp.com/biz/salvador-cocina-y-caf%C3%A9-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,10,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'chilean', 'title': 'Chilean'}]",4.5,[],$$,+56226730619,+56 2 2673 0619,2466.091126450218,-33.4413197,-70.6520362,Bombero Adolfo Ossa 1059,,,Santiago,8320000,CL,RM,"['Bombero Adolfo Ossa 1059', 'RM 8320000 Santiago', 'Chile']"
139,1evG5EDMSxkaCBJ4osbb-g,la-salvación-santiago-2,La Salvación,https://s3-media3.fl.yelpcdn.com/bphoto/-YHtANU7V9vVIL7d_GCxQA/o.jpg,False,https://www.yelp.com/biz/la-salvaci%C3%B3n-santiago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1,"[{'alias': 'signature_cuisine', 'title': 'Signature Cuisine'}, {'alias': 'chilean', 'title': 'Chilean'}]",5.0,[],,+56228409983,+56 2 2840 9983,2998.788922348256,-33.420142,-70.6105077,Andrés Bello 2233,,,Santiago,,CL,RM,"['Andrés Bello 2233', 'RM Santiago', 'Chile']"
140,qRNEPSS9PqH98_oXsH3eRw,el-mesón-nerudiano-santiago,El Mesón Nerudiano,https://s3-media1.fl.yelpcdn.com/bphoto/nDQRU7ScPFp-Z-SfJSSKeQ/o.jpg,False,https://www.yelp.com/biz/el-mes%C3%B3n-nerudiano-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,12,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,[],$$,+5627371542,+56 27371542,1838.1693775313852,-33.4301891746701,-70.636593073831,Domínica 35,,,Santiago,,CL,RM,"['Domínica 35', 'RM Santiago', 'Chile']"
141,IEs7qK1z0I0YJzGg1Wh80g,restaurant-casa-de-cena-santiago,Restaurant Casa de Cena,https://s3-media4.fl.yelpcdn.com/bphoto/2Yg-5F2IN_9N2I4aBzuTqw/o.jpg,False,https://www.yelp.com/biz/restaurant-casa-de-cena-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,6,"[{'alias': 'chilean', 'title': 'Chilean'}]",4.5,[],$$,+56226341080,+56 2 2634 1080,976.4246026824657,-33.43892437,-70.6342623692103,Almirante Simpson 20,,,Santiago,7500000,CL,RM,"['Almirante Simpson 20', 'RM 7500000 Santiago', 'Chile']"
142,yFn3NDrybWsimRqVR510aA,oporto-santiago,Oporto,https://s3-media4.fl.yelpcdn.com/bphoto/SthmMiPGrekhNke5O31bmw/o.jpg,False,https://www.yelp.com/biz/oporto-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,8,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.0,[],$$$,+5623786411,+56 23786411,4415.413449338314,-33.4143684445354,-70.5939307188887,Isidora Goyenechea 3477,,,Santiago,7550106,CL,RM,"['Isidora Goyenechea 3477', 'RM 7550106 Santiago', 'Chile']"
143,B96S0ccCf6lnaXyWd84pwQ,las-vacas-gordas-santiago-2,Las Vacas Gordas,https://s3-media3.fl.yelpcdn.com/bphoto/reOGMgv3pZzj1Dp-sTtZOg/o.jpg,False,https://www.yelp.com/biz/las-vacas-gordas-santiago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,17,"[{'alias': 'bbq', 'title': 'Barbeque'}]",4.0,[],$$$,+5622292194,+56 22292194,6973.3693834547375,-33.4074740429428,-70.5645391993429,Avenida Apoquindo 6410,,,Santiago,7550000,CL,RM,"['Avenida Apoquindo 6410', 'RM 7550000 Santiago', 'Chile']"
144,xI5ccMMe-BHRqbZu_4_K0w,cervecería-nacional-santiago,Cervecería Nacional,https://s3-media2.fl.yelpcdn.com/bphoto/f5VcMlGe-cWxjPfraPDA1Q/o.jpg,False,https://www.yelp.com/biz/cervecer%C3%ADa-nacional-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,8,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.5,[],$$,+565626814713,+56 5626814713,4588.079970319959,-33.4411100635701,-70.6749774614464,Compañía de Jesús 2858,,,Santiago,8320000,CL,RM,"['Compañía de Jesús 2858', 'RM 8320000 Santiago', 'Chile']"
145,rrJ52-QHP6_xR_tADm1XVA,tu-casa-restaurant-santiago-3,Tu Casa Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/t2ffCbKsPCcgCFRQsKrp0g/o.jpg,False,https://www.yelp.com/biz/tu-casa-restaurant-santiago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'chilean', 'title': 'Chilean'}]",5.0,[],,+56227215988,+56 2 2721 5988,10932.590084394567,-33.35593,-70.67783,Los Agustinos Sur 1634,,,Santiago,,CL,RM,"['Los Agustinos Sur 1634', 'RM Santiago', 'Chile']"
146,O6DphjJO4ZM7ZN77BvRSRQ,le-bistrot-santiago,Le Bistrot,https://s3-media1.fl.yelpcdn.com/bphoto/-j8dnQgarBakuzEFkZE2ug/o.jpg,False,https://www.yelp.com/biz/le-bistrot-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,21,"[{'alias': 'french', 'title': 'French'}]",4.0,[],$$$,+56222321054,+56 2 2232 1054,2989.8299129435054,-33.4206584,-70.6095872,Santa Magdalena 80,,,Santiago,,CL,RM,"['Santa Magdalena 80', 'RM Santiago', 'Chile']"
147,ymAS7H4ffmiJ8blD-8-ZJA,donde-guido-santiago-2,Donde Guido,https://s3-media1.fl.yelpcdn.com/bphoto/BxKDsPQp6Beb1bcgwOdrmw/o.jpg,False,https://www.yelp.com/biz/donde-guido-santiago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,11,"[{'alias': 'peruvian', 'title': 'Peruvian'}]",4.5,[],$,+56989107224,+56 9 8910 7224,2165.383919740638,-33.4387989,-70.648148,San Antonio 349,,,Santiago,,CL,RM,"['San Antonio 349', 'RM Santiago', 'Chile']"
148,feGP2RUpLzSN7UyK25alzw,thai-express-santiago,Thai Express,https://s3-media1.fl.yelpcdn.com/bphoto/mS0jYcnoi1TzCrRJ2genrg/o.jpg,False,https://www.yelp.com/biz/thai-express-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,11,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,[],$$,,,1842.394215138906,-33.4377308046044,-70.6440434977412,Merced 483,,,Santiago,8320000,CL,RM,"['Merced 483', 'RM 8320000 Santiago', 'Chile']"
149,bifOMr0CWQszuvirzNLZvA,café-de-la-candelaria-santiago-2,Café de la Candelaria,https://s3-media1.fl.yelpcdn.com/bphoto/oXukE6NgYbFxeCSdafDNmQ/o.jpg,False,https://www.yelp.com/biz/caf%C3%A9-de-la-candelaria-santiago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,21,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,[],$$,+56228804137,+56 2 2880 4137,439.56632229389504,-33.4478537661982,-70.624778,Av. Italia 1449,,,Santiago,7501464,CL,RM,"['Av. Italia 1449', 'RM 7501464 Santiago', 'Chile']"
150,kYzT5UIS1mbv2i64zynIbA,matsuri-santiago,Matsuri,https://s3-media2.fl.yelpcdn.com/bphoto/Go3buBnNkK1Wi1bSrd5m9w/o.jpg,False,https://www.yelp.com/biz/matsuri-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,7,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.0,[],,+5629503051,+56 29503051,5997.716527915649,-33.4033852,-70.5830765,Av. Kennedy 4601,,,Santiago,7550000,CL,RM,"['Av. Kennedy 4601', 'RM 7550000 Santiago', 'Chile']"
